Text,DocType
collection congressional research service cr document cr agency united state library congress tasked provide policy legal analysis committee member house senate regardless party affiliation although cr report legally public domain quasi secret cr make available public provide sort catalog index cr report highly regard depth accurate objective timely topped list want government document survey center democracy technology cr product already available electronically member congress congressional committee cr sister agency e g gao internal cr web system public access independent librarian stephen young note cr produce number document type although commonly request report almost report currently existence purpose report clearly define issue legislative context report may take many form include policy analysis economic study statistical review legal analysis new cr report produce year make available cr web select group identify document produce request use member congress intend public consumption dissemination library many cr report obtain specialized publisher penny hill press web archive opencrs relies individual submission maintain collection opencrs also publish instruction u citizen request report member congress neither congress cr obligate satisfy request though could presumably compel foia numerous attempt pas legislation require cr make product available public web site include introduction bill far fail pas publicly state reason include legal liability cr finding copyright issue increase cr workload however far likely member congress commission cr report wish maintain control distribution potentially sensitive conclusion cr report number abstract etc found page well download link document pdf format http www loc gov crsinfo congressional research service employment home page http opencrs com faq php opencrs frequently ask question http www cdt org righttoknow mostwanted want government document http www llrx com feature crsreports htm guide cr report web cr motive oppose publication probable function available cr report non congressman cr also receives pressure external interest include omit certain information within report thus violate integrity composition process view fully open cr would compromise cr whose report brief would rapidly become useless since would sterilize public scrutiny write typo pdf title appear affect title wiki well report title typo fed eral appear occurrence document since title use page title link cr report date page well veteran agent orange update retrieve http www wikileaks org wiki talk change download billion secret congressional report,Private
ethical consideration cr report number rl author morton rosenberg jack h maskell american law division date september abstract congressional committee engage oversight administrative bureaucracy member congress intervene agency proceeding behalf private constituent private entity interest affect member constituency intervention involve vary degree intrusion agency decisionmaking process report examines currently applicable legal ethical consideration standard mark limit intercession download pdf version file torrent magnet txt version file torrent magnet retrieve http www wikileaks org wiki cr congressional intervention administrative process legal ethical consideration september category author author leak file united state congressional research service bulk,Private
ballot card check cr report number rl author gerald mayer analyst labor policy date january abstract legislation introduce th congress enact would change current union certification procedure employee free choice act h r would require nlrb certify union majority employee sign authorization card secret ballot protection act h r would require secret ballot election union certification download pdf version file torrent magnet txt version file torrent magnet retrieve http www wikileaks org wiki cr labor union certification procedure use secret ballot card check january category author author leak file united state congressional research service bulk,Private
author frederick kaiser government finance division date september abstract report first describes current select committee intelligence former joint committee atomic energy often cite model counterpart intelligence study also set forth propose characteristic joint committee intelligence difference among pro con report also examines action alternative affect congressional oversight field download pdf version file torrent magnet txt version file torrent magnet retrieve http www wikileaks org wiki cr congressional oversight intelligence curent structure alternative september category author author leak file united state congressional research service bulk,Private
general management law compendium cr report number rl author ronald c moe government finance division date may abstract reference guide general management law constitute foundation governmental administration provide status report general management executive branch federal government operates download pdf version file torrent magnet txt version file torrent magnet retrieve http www wikileaks org wiki cr general management law compendium may category author author leak file united state congressional research service bulk,Private
author mitchel sollenberger government finance division date june abstract report provide background information analysis issue concern sensitive security information ssi regulation additionally identifies transportation security information issue heart debate finally report outline ass policy option congress include endorse current regulation give great specificity tsa protection requirement set time limit protection create advisory commission require periodic congressional briefing establish oversight board download pdf version file torrent magnet txt version file torrent magnet retrieve http www wikileaks org wiki cr sensitive security information transportation security issue congressional option june category author author leak file united state congressional research service bulk,Private
commission recommendation joint committee atomic energy model congressional oversight cr report number rl author christopher davis government finance division date october abstract report provide outline structure history joint committee atomic energy raise number issue might consider policymakers weigh suitability jcae possible model craft congressional oversight mechanism example one factor might weigh policymakers evidence show jcae create one powerful committee congressional history evolve one result personality circumstance download pdf version file torrent magnet txt version file torrent magnet retrieve http www wikileaks org wiki cr commission recommendation joint committee atomic energy model congressional oversight f october category author author leak file united state congressional research service bulk,Private
history law practice cr report number rl author morton rosenberg american law division date august abstract report examines legal basis investigative oversight follow several prominent example congressi,Private
examination analysis evolve mission cr report number rl author shawn reese government finance division date october abstract u secret service two mission criminal investigation protection criminal investigation activity expand since inception small anti counterfeit operation end civil war encompass financial crime identity theft counterfeit computer fraud computer base attack nation financial banking telecommunication infrastructure among area protection activity expand evolve since include safety security president vice president family identify individual location download pdf version file torrent magnet txt version file torrent magnet retrieve http www wikileaks org wiki cr u secret service examination analysis evolve mission october category author author leak file united state congressional research service bulk,Private
n three congressional administration difference u policy issue cr report number author robert g sutter foreign affair national defense division date october abstract controversy clinton administration congressional critic president clinton public affirmation shanghai june call three regard u policy toward taiwan late episode year argument administration congress appropriate u policy u people republic china prc taiwan relationship three involve u non support taiwan independence one china one taiwan taiwan representation international organization statehood requirement report review argument current controversy backdrop analysis past congressional administration dispute u policy toward taiwan provide question congressional consideration current controversy download pdf version file torrent magnet txt version file torrent magnet retrieve http www wikileaks org wiki cr taiwan three congressional administration difference u policy issue october category author author leak file united state congressional research service bulk china taiwan,Private
house senate cr report number author mildred amer government finance division date march abstract secret close session house senate exclude press public held discus business senate deliberation impeachment trial issue national security sensitive communication receive president deem require confidentiality secrecy secret session door chamber close chamber gallery clear individual except member officer employee specify rule essential session secret session occur infrequently member congress may request one although usually agreement advance among member download pdf version file torrent magnet txt version file torrent magnet retrieve http www wikileaks org wiki cr secret session house senate march category author author leak file united state congressional research service bulk,Private
emergency supplemental allocation cr report number rl author amy belasco larry nowels foreign affair defense trade division date september abstract report discus overall composition administration plan allocate billion supplemental provide current status plan propose allocation category agency general purpose appropriation account track congressional debate highlight alternative initiative consideration assess major change direct congress appendix include table describe purpose spending amount appropriation bill congressional decision allocate second billion portion download pdf version file torrent magnet txt version file torrent magnet retrieve http www wikileaks org wiki cr combat terrorism congressional debate emergency supplemental allocation september category author author leak file united state congressional research service bulk,Private
author zina l watkins carla berry knowledge service group date october abstract directory government agency design assist congressional staff contact agency legislative branch cabinet department executive branch agency board commission contains name congressional liaison officer address telephone fax number occasionally e mail address download pdf version file torrent magnet txt version file torrent magnet retrieve http www wikileaks org wiki cr congressional liaison office select federal agency october category author author leak file united state congressional research service bulk,Private
author morton rosenberg american law division date may abstract report provide explanation review scheme expect operate describe fact utilized possible reason relatively limited use formal mechanism thus far assess download pdf version file torrent magnet txt version file torrent magnet retrieve http www wikileaks org wiki cr congressional review agency rulemaking update assessment congressional review act decade may category author author leak file united state congressional research service bulk,Private
author morton rosenberg american law division date april abstract report provide overview common legal procedural practical issue question problem committee face court oversight investigation download pdf version file torrent magnet txt version file torrent magnet retrieve http www wikileaks org wiki cr investigative oversight introduction law practice procedure congressional inquiry april category author author leak file united state congressional research service bulk,Private
ethic rule cr report number rl author jack maskell american law division date october abstract report provide overview summary federal law ethical rule regulation may relevant activity lobby united state congress provide summary discussion federal lobbying registration disclosure requirement lobbying disclosure act foreign agent registration act question propriety contingency fee lobbying restriction lobbying federal fund post employment revolve door lobbying activity former federal official house senate ethic rule may relevant contact private lobbyist download pdf version file torrent magnet txt version file torrent magnet retrieve http www wikileaks org wiki cr lobbying congress overview legal provision congressional ethic rule october category author author leak file united state congressional research service bulk,Private
author elizabeth b bazan morton rosenberg american law division date may abstract report address congress oversight authority individual federal judge supreme court justice congressional oversight authority although broad limited subject related exercise legitimate congressional power congress power regulate structure administration jurisdiction court power judicial act individual judge justice restrict instance congress limited authority remove discipline judge decision make bench article iii section constitution provide judge good behavior tenure effectively come mean lifetime tenure article iii judge subject removal conviction impeachment however impeachment judge justice require find judge justice engage high crime misdemeanor thus investigation decision action particular judge pursuant impeachment would appear require connection allege high crime misdemeanor particular case case download pdf version file torrent magnet txt version file torrent magnet retrieve http www wikileaks org wiki cr congressional oversight judge justice may category author author leak file united state congressional research service bulk,Private
elimination form discrimination woman cedaw congressional issue cr report number rl author luisa blanchfield foreign affair defense trade division date october abstract report provide background cedaw development include u policy congressional action considers argument ratification download pdf version file torrent magnet txt version file torrent magnet retrieve http www wikileaks org wiki cr convention elimination form discrimination woman cedaw congressional issue october category author author leak file united state congressional research service bulk,Private
united state iraq cr report number rl author michael john garcia r chuck mason jennifer k elsea american law division date may abstract report begin discuss current legal framework govern u military operation iraq report provide general background type international agreement binding upon united state well consideration affect whether take form treaty executive agreement next report discus historical precedent role security agreement take specific attention paid past agreement enter afghanistan germany japan south korea philippine report discus oversight role congress play respect enter implement international agreement involve united state finally report describes legislation propose th congress ensure congressional participation conclusion security agreement united state iraq include engross amendment h r supplemental appropriation act pass house may congressional oversight iraq agreement act h r iraq strategic agreement review act h r disapprove formal u iraq security agreement absent congressional authorization h r protect troop constitution act white house suggest president would veto legislation attempt define legal effect content agreement iraq prior completion diplomatic negotiation download pdf version file torrent magnet txt version file torrent magnet retrieve http www wikileaks org wiki cr congressional oversight related issue concern prospective security agreement united state iraq may category author author leak file united state congressional research service bulk japan philippine iraq south korea germany afghanistan,Private
enforcement congressional rule conduct historical overview cr report number rl author mildred amer government finance division date november abstract report describes evolution congressional enforcement congressional rule conduct summarizes disciplinary action take house committee standard official conduct senate select committee ethic also selectively discus recent change proposal independent enforcement entity download pdf version file torrent magnet txt version file torrent magnet retrieve http www wikileaks org wiki cr enforcement congressional rule conduct historical overview november category author author leak file united state congressional research service bulk,Private
iraq strategic framework status force agreement congressional response cr report number rl author matthew c weed foreign affair defense trade division date july abstract report divide two main part f,Private
brief historical overview cr report number r author mildred amer government finance division date march abstract secret close door session house representative senate held periodically discus business include impeachment deliberation deem require confidentiality secrecy authority two chamber hold session imply article section constitution house senate supplement clause rule precedent download pdf version file torrent magnet txt version file torrent magnet retrieve http www wikileaks org wiki cr secret session congress brief historical overview march category author author leak file united state congressional research service bulk,Private
enforcement intelligence information congressional role cr report number rl author richard best jr foreign affair defense trade division date february abstract law regulation change significantly since september information share executive ise establish within office director national intelligence design implement information share procedure clear however sustain exchange law enforcement intelligence information remains challenge particular continued concern share information might way jeopardize right free speech association u person opposition contribute difficulty congress address legislation area expect continue argue give extent legislation enact recent year extensive oversight information share effort may appropriate way ensure balance ensure domestic security protect civil liberty maintain download pdf version file torrent magnet txt version file torrent magnet retrieve http www wikileaks org wiki cr share law enforcement intelligence information congressional role february category author author leak file united state congressional research service bulk,Private
coop overview concept challenge cr report number rl author r eric petersen government finance division jeffery w seifert resource science industry division date september abstract report discus circumstance surround coop planning include provision alternative meeting site method conduct house senate meeting floor session capitol facility available download pdf version file torrent magnet txt version file torrent magnet retrieve http www wikileaks org wiki cr congressional continuity operation coop overview concept challenge september category author author leak file united state congressional research service bulk,Private
year homeland security grant program state allocation issue congressional oversight cr report number rl author shawn reese government finance division date august abstract report summarizes key provision fy program guidance special attention difference fy fy edition report also discus issue regard method use allocate federal homeland security assistance authorize expenditure homeland security assistance program analyzes option congress might consider resolve issue table include report present comparative data federal homeland security assistance state locality download pdf version file torrent magnet txt version file torrent magnet retrieve http www wikileaks org wiki cr fiscal year homeland security grant program state allocation issue congressional oversight august category author author leak file united state congressional research service bulk,Private
bank charter current legal process congressional response cr report number r author michael v seitzinger american law division date december abstract several statutory requirement impose credit union membership access act cumaa convert federal credit union mutual saving bank addition national credit union administration ncua federal agency charter supervises federal credit union issue regulation require significant disclosure federal credit union attempt convert charter mutual saving bank disclosure consider critic speculative nature whether director convert institution intend later convert stock issue entity thereby possibly enrich others believe kind information heart conversion process disclose h r th congress introduce limit kind disclosure require particular disclosure speculative nature may house committee financial service subcommittee financial institution consumer credit held hearing bill december ncua approve final rule govern conversion credit union mutual saving bank mutual saving association download pdf version file torrent magnet txt version file torrent magnet retrieve http www wikileaks org wiki cr conversion credit union charter mutual saving bank charter current legal process congressional response december category author author leak file united state congressional research service bulk,Private
effective instrument u foreign policy cr report number author richard best jr foreign affair national defense division date october abstract covert action often chosen instrument u policy since world war ii presidential responsibility legislative branch oversight establish statute nonetheless observer question utility variety proposal make reorganize cia directorate operation plan undertakes covert action download pdf version file torrent magnet txt version file torrent magnet retrieve http www wikileaks org wiki cr covert action effective instrument u foreign policy f october category author author leak file united state congressional research service bulk,Private
homeland security department fy appropriation cr report number rl author jennifer e lake blas nuez neto sarah lister todd masse alison siskin chad c haddal domestic social policy division keith bea francis x mccarthy harold c relyea shawn reese barbara l schwemle government finance division date february abstract report guide one regular appropriation bill congress considers year design supplement information provide house senate appropriation subcommittee homeland security summarizes status bill scope major issue funding level related congressional activity download pdf version file torrent magnet txt version file torrent magnet retrieve http www wikileaks org wiki cr homeland security department fy appropriation february category author author leak file united state congressional research service bulk chad,Private
homeland security department fy appropriation cr report number rl author jennifer e lake blas nunez neto domestic social policy division keith bea harold c relyea shawn reese government finance division bart elia john frittelli daniel morgan john moteff resource science industry divisio date november abstract report guide one regular appropriation bill congress considers year design supplement information provide house senate appropriation subcommittee homeland security summarizes status bill scope major issue funding level related congressional activity download pdf version file torrent magnet txt version file torrent magnet retrieve http www wikileaks org wiki cr homeland security department fy appropriation november category author author leak file united state congressional research service bulk,Private
taiwan evolution one china policy key statement washington beijing taipei cr report number rl author shirley kan foreign affair defense trade division date december abstract pay particular attention congressional influence policy cr report discus u one china policy concern taiwan since united state nixon administration begin reach understanding people republic china prc government insist one china principle base open source interview report also review comprehensively evolution one china issue articulate key statement washington beijing taipei download pdf version file torrent magnet txt version file torrent magnet retrieve http www wikileaks org wiki cr chinataiwan evolution one china policy key statement washington beijing taipei december category author author leak file united state congressional research service bulk china taiwan,Private
hold action th congress cr report number rl author walter oleszek government finance division date march abstract honest leadership open government act th congress sign law september section statute specifically address issue secret hold hold longstanding custom senate enable member provide notice party leader intent object floor take passing measure matter potency block delay bargaining device link senator ability conduct filibuster object unanimous consent agreement request new hold process outline section design constrain frequency anonymous hold promote openness transparency respect use ultimately majority leader senate set chamber agenda consult various people decide whether long honor colleague hold download pdf version file torrent magnet txt version file torrent magnet retrieve http www wikileaks org wiki cr senate policy hold action th congress march category author author leak file united state congressional research service bulk,Private
unclassified information control policy option scientific technical information cr report number rl author genevieve j knezo resource science industry division date december abstract report trace evolution sbu related control summarizes action take protect certain type scientific technical information describes critique control policy summarizes proposal action include congressional executive initiative clarify issue develop policy serve various stakeholder also raise issue may warrant attention download pdf version file torrent magnet txt version file torrent magnet retrieve http www wikileaks org wiki cr sensitive unclassified information control policy option scientific technical information december category author author leak file united state congressional research service bulk,Private
effort inter agency coordination cr report number rl author martin wei foreign affair defense trade division date august abstract stop ability terrorist finance operation key component u counterterrorism strategy accomplish administration implement three tiered approach base intelligence domestic legal regulatory effort technical assistance provide capacity building program u ally global effort create international norm guideline effective implementation strategy require participation coordination among several element u government report provide agency agency survey u effort download pdf version file torrent magnet txt version file torrent magnet retrieve http www wikileaks org wiki cr terrorist financing u agency effort inter agency coordination august category author author leak file united state congressional research service bulk,Private
zation act h r legal analysis conference bill cr report number rl author brian yeh charles doyle american law division date february abstract report provide section section summary analysis seven title conference bill accompany usa patriot improvement reauthorization act h r download pdf version file torrent magnet txt version file torrent magnet retrieve http www wikileaks org wiki cr usa patriot improvement reauthorization act h r legal analysis conference bill february category author author leak file united state congressional research service bulk,Private
author richard best jr foreign affair defense trade division elizabeth b bazan american law division date february abstract report describes constituent part intelligence budget past practice handle intelligence authorization appropriation argument advanced make intelligence spending total public legal analysis issue review implication post cold war development question also describes past congressional interest keep intelligence spending total secret download pdf version file torrent magnet txt version file torrent magnet retrieve http www wikileaks org wiki cr intelligence spending public disclosure issue february category author author leak file united state congressional research service bulk,Private
u relation cr report number rl author k alan kronstadt foreign affair defense trade division date november abstract stable democratic prosperous pakistan consider vital u interest u concern regard pakis,Private
north korea terrorism list removal cr report number rl author larry niksch foreign affair defense trade division date november abstract bush administration propose system intrusive international inspection north korean nuclear facility suspect nuclear facility north korea reject proposal suspend disablement yongbyon threaten resume operation nuclear facility october administration negotiate limited verification inspection system north korea october administration remove north korea list state sponsor terrorism download pdf version file torrent magnet txt version file torrent magnet retrieve http www wikileaks org wiki cr north korea terrorism list removal f november category author author leak file united state congressional research service bulk north korea,Private
exploit child background policy issue cr report number rl author adrienne l fernandes domestic social policy division date august abstract mec program last reauthorized runaway homeless miss child protection act p l fy addition funding ncmec program currently support internet crime child icac task force program assist state local law enforcement cyber unit investigate online child sexual exploitation technical assistance amber alert system coordinate state effort broadcast bulletin serious child abduction case training ncmec jimmy ryce law enforcement training center law enforcement prosecutor fy congress appropriate million mec program may representative lampson introduce protect child come first act h r reauthorize mec program bill pass house december senator leahy introduce similar legislation july senate ultimately take pass h r may june president sign h r law p l issue relevant reauthorization effort continue pertinent include collection data miss exploit child among issue download pdf version file torrent magnet txt version file torrent magnet retrieve http www wikileaks org wiki cr miss exploit child background policy issue august category author author leak file united state congressional research service bulk,Private
bi intelligence reform since september issue option congress cr report number rl author alfred cumming foreign affair defense trade division todd masse domestic social policy division date august abstract report examines fbi intelligence program reform specifically section cover number issue congress might explore part oversight responsibility develop understand well fbi progress reform effort follow section outline advantage disadvantage several congressional option make change fbi intelligence program finally number appendix concern contextual issue surround fbi intelligence reform provide download pdf version file torrent magnet txt version file torrent magnet retrieve http www wikileaks org wiki cr fbi intelligence reform since september issue option congress august category author author leak file united state congressional research service bulk,Private
treasury postal service executive office president general government cr report number rl author sharon gressle government finance division date march abstract report guide one regular appropriation bill congress considers year summarizes current legislative status bill scope major issue funding level related legislative activity download pdf version file torrent magnet txt version file torrent magnet retrieve http www wikileaks org wiki cr appropriation fy treasury postal service executive office president general government march category author author leak file united state congressional research service bulk,Private
author shirley kan specialist asian security affair date january abstract congress long concerned whether u policy advance u security interest reduce role people republic china prc proliferation weapon mass destruction wmd missile well obtain china cooperation weapon nonproliferation problem refers threat nuclear chemical biological weapon missile could deliver argue certain prc transfer violate international treaty guideline contravene various u law require sanction shore international standard even law treaty violate many view china transfer threaten u security interest use variety unclassified consultation source cr report discus national security problem prc role weapon proliferation issue related u policy response include legislation since mid table end report summarizes u sanction impose waive prc entity prc government weapon proliferation download pdf version file torrent magnet txt version file torrent magnet retrieve http www wikileaks org wiki cr china proliferation weapon mass destruction missile policy issue january category author author leak file united state congressional research service bulk china,Private
author john rollins foreign affair defense trade division date january abstract creation post intelligence information fusion center represent totally new concept suggests extension pre state local law enforcement intelligence activity state police bureau investigation agency run intelligence analytic unit decade many fusion center examine report outgrowth unit prompt refer fusion center state police intelligence unit steroid conceptually fusion center differ predecessor intend broaden source data analysis integration beyond criminal intelligence include federal intelligence well public private sector data furthermore fusion center broaden scope state local analysis include homeland security counterterrorism issue download pdf version file torrent magnet txt version file torrent magnet retrieve http www wikileaks org wiki cr fusion center issue option congress january category author author leak file united state congressional research service bulk,Private
author catherine dale specialist military operation policy date december abstract report design provide assessment current oif development context relevant background order support congressional consideration short term long term strategy policy issue download pdf version file torrent magnet txt version file torrent magnet retrieve http www wikileaks org wiki cr operation iraqi freedom strategy approach result issue congress december category author author leak file united state congressional research service bulk iraq,Private
contempt power law history practice procedure cr report number rl author morton rosenberg todd b tatelman american law division date april abstract report examines source contempt power review historical development early case law outline statutory common law basis congress contempt power analyzes procedure associate three different type contempt proceeding addition report discus limitation nonconstitutional constitutionally base power download pdf version file torrent magnet txt version file torrent magnet retrieve http www wikileaks org wiki cr congress contempt power law history practice procedure april category author author leak file united state congressional research service bulk,Private
varied type numerous device cr report number rl author frederick kaiser government finance division date july abstract interagency coordinative mechanism federal level become prominent prevalent recently office homeland security companion homeland security council visible example include well know entity national security council call drug czar also extend multiplicity nearly anonymous work group task force report provide information examination preliminary comparison among federal interagency coordinative device download pdf version file torrent magnet txt version file torrent magnet retrieve http www wikileaks org wiki cr federal interagency coordinative mechanism varied type numerous device july category author author leak file united state congressional research service bulk,Private
export policy action chronology cr report number author shirley kan foreign affair national defense division date october abstract member congress concerned whether u firm provide technology expertise china use ballistic missile program whether series decision clinton administration satellite export facilitate legal illegal transfer missile related technology china report provide detailed background information comprehensive chronology event summarize report base various open source interview pertain various aspect u foreign security policy download pdf version file torrent magnet txt version file torrent magnet retrieve http www wikileaks org wiki cr china possible missile technology transfer u satellite export policy action chronology october category author author leak file united state congressional research service bulk china,Private
national security letter foreign intelligence investigation legal background recent amendment cr report number rl author charles doyle american law division date march abstract five federal statute authorize intelligence official request certain business record information connection national security investigation authority issue national security letter nsls comparable authority issue administrative subpoena usa patriot act expand authority four nsl statute create fifth thereafter authority report widely use prospect continued use dim however two low federal court held lack judicial review absolute confidentiality requirement one statute render constitutionally suspect download pdf version file torrent magnet txt version file torrent magnet retrieve http www wikileaks org wiki cr national security letter foreign intelligence investigation legal background recent amendment march category author author leak file united state congressional research service bulk,Private
zation house representative recent reform effort cr report number rl author judy schneider christopher davis betsy palmer government finance division date october abstract report discus reform effort reorganize house committee system since download pdf version file torrent magnet txt version file torrent magnet retrieve http www wikileaks org wiki cr reorganization house representative recent reform effort october category author author leak file united state congressional research service bulk,Private
background analysis cr report number author shirley kan foreign affair national defense division date september abstract congress concerned chinese missile nuclear chemical related transfer u government twice determine chinese violation missile technology control regime guideline determine case involve transfer category ii missile component short range ballistic missile pakistan although nuclear nonproliferation treaty npt ban peaceful nuclear project certain chinese nuclear transfer pakistan iran may violate npt u law china reportedly sell pakistan unsafeguarded ring magnet could use uranium enrichment clinton administration decide u sanction warrant since china respond u pressure participate part international nonproliferation regime download pdf version file torrent magnet txt version file torrent magnet retrieve http www wikileaks org wiki cr chinese proliferation weapon mass destruction background analysis september category author author leak file united state congressional research service bulk china pakistan iran,Private
national security whistleblower cr report number rl author louis fisher government finance division date december abstract congress president often collide access information within executive branch although executive official recognize duty keep congress inform share agency document domestic well national security occasion executive branch invoke different type privilege block congressional access congressional committee issue subpoena either house may hold executive official contempt refuse release document testify however measure extreme take customary effort find compromise collapse midst confrontation president issue order executive agency limit information congress particularly prevent agency employee go directly congress congress respond statute keep lane information open case involve reporting sensitive information related national security congress balance compete interest keep lawmaker inform safeguard secret example intelligence community whistleblower protection act encourages employee intelligence community contact congress intelligence committee introduction agency whistleblower operate within system mixed message one hand code ethic adopt congress directs government employee expose corruption wherever discover year agency employee receive credit reveal problem defense cost overrun unsafe nuclear power plant condition questionable drug approve marketing contract illegality impropriety regulatory corruption hand expose corruption result fire transfer reprimand deny promotion harass senate panel found fear reprisal render intra agency communication sham compromise employee management code ethic also constitutional function congressional oversight download pdf version file torrent magnet txt version file torrent magnet retrieve http www wikileaks org wiki cr national security whistleblower december category author author leak file united state congressional research service bulk,Private
nuclear proliferation activity recommendation commission u policy constraint option cr report number rl author richard p cronin alan kronstadt sharon squassoni foreign affair defense trade division date may abstract report recount previous fail effort reconcile american nuclear nonproliferation policy objective regard pakistan document pakistan role supply nuclear technology rogue state activity escape detection u intelligence agency considers issue regard objective viability military dominate government head president pervez musharraf outline evaluates several u option seek gain credible cooperation pakistan regard nuclear activity still maintain counterterrorist cooperation download pdf version file torrent magnet txt version file torrent magnet retrieve http www wikileaks org wiki cr pakistan nuclear proliferation activity recommendation commission u policy constraint option may category author author leak file united state congressional research service bulk pakistan,Private
transportation treasury postal service executive office president general government related agency cr report number rl author david randall peterman john f frittelli resource science industry division date march abstract report guide one regular appropriation bill congress considers year summarizes current legislative status bill scope major issue funding level related legislative activity download pdf version file torrent magnet txt version file torrent magnet retrieve http www wikileaks org wiki cr appropriation fy transportation treasury postal service executive office president general government related agency march category author author leak file united state congressional research service bulk,Private
osint issue congress cr report number rl author richard best jr alfred cumming foreign affair defense trade division date january abstract open source information osint derive newspaper journal radio television internet intelligence analyst long use information supplement classify data systematically collect open source information priority u intelligence community ic recent year give change international environment call congress commission among others intense focus investment open source collection analysis however still emphasize primary business intelligence continue obtain analyze secret download pdf version file torrent magnet txt version file torrent magnet retrieve http www wikileaks org wiki cr open source intelligence osint issue congress january category author author leak file united state congressional research service bulk,Private
background legal issue cr report number rl author jennifer k elsea american law division julie kim foreign affair defense trade division date january abstract report provide background information regard controversy relate u detention site overseas discus possible legal framework may apply base available open source documentation cite independent cr investigation focus protection accord person international law intend address intelligence operation policy also focus primarily allegation relate europe although country may involve include appendix status discussion concern relevant investigation conduct european parliament council europe download pdf version file torrent magnet txt version file torrent magnet retrieve http www wikileaks org wiki cr undisclosed u detention site overseas background legal issue january category author author leak file united state congressional research service bulk,Private
